Stazione,Cod_staz,COMUNE,INDIRIZZO,PROVINCIA,Altezza,Id_Param,PARAMETRO,UM,Coord_X,Coord_Y,SR,LON_GEO,LAT_GEO,SR_GEO,LAST_OBS
GIARDINI MARGHERITA,7000014,BOLOGNA,VIALE BOTTONELLI,BO,43,5,PM10,ug/m3,687199.06080000009,4928179.7212000005,25832,11.35406170088398,44.482671138769533,4326,"2019-01-01 00:00:00 CET"
GIARDINI MARGHERITA,7000014,BOLOGNA,VIALE BOTTONELLI,BO,43,7,O3 (Ozono),ug/m3,687199.06080000009,4928179.7212000005,25832,11.35406170088398,44.482671138769533,4326,"2019-01-01 00:00:00 CET"
GIARDINI MARGHERITA,7000014,BOLOGNA,VIALE BOTTONELLI,BO,43,8,NO2 (Biossido di azoto),ug/m3,687199.06080000009,4928179.7212000005,25832,11.35406170088398,44.482671138769533,4326,"2019-01-01 00:00:00 CET"
GIARDINI MARGHERITA,7000014,BOLOGNA,VIALE BOTTONELLI,BO,43,111,PM2.5,ug/m3,687199.06080000009,4928179.7212000005,25832,11.35406170088398,44.482671138769533,4326,"2019-01-01 00:00:00 CET"
PORTA SAN FELICE,7000015,BOLOGNA,PIAZZA DI PORTA SAN FELICE,BO,54,5,PM10,ug/m3,685037.07620000001,4929939.7402999997,25832,11.327526717440112,44.499059983334519,4326,"2019-01-01 00:00:00 CET"
PORTA SAN FELICE,7000015,BOLOGNA,PIAZZA DI PORTA SAN FELICE,BO,54,8,NO2 (Biossido di azoto),ug/m3,685037.07620000001,4929939.7402999997,25832,11.327526717440112,44.499059983334519,4326,"2019-01-01 00:00:00 CET"
PORTA SAN FELICE,7000015,BOLOGNA,PIAZZA DI PORTA SAN FELICE,BO,54,9,NOX (Ossidi di azoto),ug/m3,685037.07620000001,4929939.7402999997,25832,11.327526717440112,44.499059983334519,4326,"2019-01-01 00:00:00 CET"
PORTA SAN FELICE,7000015,BOLOGNA,PIAZZA DI PORTA SAN FELICE,BO,54,10,CO (Monossido di carbonio),mg/m3,685037.07620000001,4929939.7402999997,25832,11.327526717440112,44.499059983334519,4326,"2019-01-01 00:00:00 CET"
PORTA SAN FELICE,7000015,BOLOGNA,PIAZZA DI PORTA SAN FELICE,BO,54,20,C6H6 (Benzene),ug/m3,685037.07620000001,4929939.7402999997,25832,11.327526717440112,44.499059983334519,4326,"2019-01-01 00:00:00 CET"
PORTA SAN FELICE,7000015,BOLOGNA,PIAZZA DI PORTA SAN FELICE,BO,54,38,NO (Monossido di azoto),ug/m3,685037.07620000001,4929939.7402999997,25832,11.327526717440112,44.499059983334519,4326,"2019-01-01 00:00:00 CET"
PORTA SAN FELICE,7000015,BOLOGNA,PIAZZA DI PORTA SAN FELICE,BO,54,111,PM2.5,ug/m3,685037.07620000001,4929939.7402999997,25832,11.327526717440112,44.499059983334519,4326,"2019-01-01 00:00:00 CET"
VIA CHIARINI,7000041,BOLOGNA,VIA CHIARINI,BO,56,5,PM10,ug/m3,681663.08380000014,4929852.7635999992,25832,11.285089594971216,44.499134335170289,4326,"2019-01-01 00:00:00 CET"
VIA CHIARINI,7000041,BOLOGNA,VIA CHIARINI,BO,56,7,O3 (Ozono),ug/m3,681663.08380000014,4929852.7635999992,25832,11.285089594971216,44.499134335170289,4326,"2019-01-01 00:00:00 CET"
VIA CHIARINI,7000041,BOLOGNA,VIA CHIARINI,BO,56,8,NO2 (Biossido di azoto),ug/m3,681663.08380000014,4929852.7635999992,25832,11.285089594971216,44.499134335170289,4326,"2019-01-01 00:00:00 CET"
DE AMICIS,7000002,IMOLA,VIALE DE AMICIS,BO,42,5,PM10,ug/m3,716749.99230000004,4914841.6700999998,25832,11.719711038978771,44.354466811944611,4326,"2019-01-01 00:00:00 CET"
DE AMICIS,7000002,IMOLA,VIALE DE AMICIS,BO,42,8,NO2 (Biossido di azoto),ug/m3,716749.99230000004,4914841.6700999998,25832,11.719711038978771,44.354466811944611,4326,"2019-01-01 00:00:00 CET"
DE AMICIS,7000002,IMOLA,VIALE DE AMICIS,BO,42,9,NOX (Ossidi di azoto),ug/m3,716749.99230000004,4914841.6700999998,25832,11.719711038978771,44.354466811944611,4326,"2019-01-01 00:00:00 CET"
DE AMICIS,7000002,IMOLA,VIALE DE AMICIS,BO,42,10,CO (Monossido di carbonio),mg/m3,716749.99230000004,4914841.6700999998,25832,11.719711038978771,44.354466811944611,4326,"2019-01-01 00:00:00 CET"
DE AMICIS,7000002,IMOLA,VIALE DE AMICIS,BO,42,38,NO (Monossido di azoto),ug/m3,716749.99230000004,4914841.6700999998,25832,11.719711038978771,44.354466811944611,4326,"2019-01-01 00:00:00 CET"
SAN PIETRO CAPOFIUME,7000027,MOLINELLA,VIA IDICE ABBANDONATO,BO,11,5,PM10,ug/m3,708044.22750000004,4947784.5691999998,25832,11.623854093048257,44.653280189470863,4326,"2019-01-01 00:00:00 CET"
SAN PIETRO CAPOFIUME,7000027,MOLINELLA,VIA IDICE ABBANDONATO,BO,11,7,O3 (Ozono),ug/m3,708044.22750000004,4947784.5691999998,25832,11.623854093048257,44.653280189470863,4326,"2019-01-01 00:00:00 CET"
SAN PIETRO CAPOFIUME,7000027,MOLINELLA,VIA IDICE ABBANDONATO,BO,11,8,NO2 (Biossido di azoto),ug/m3,708044.22750000004,4947784.5691999998,25832,11.623854093048257,44.653280189470863,4326,"2019-01-01 00:00:00 CET"
SAN PIETRO CAPOFIUME,7000027,MOLINELLA,VIA IDICE ABBANDONATO,BO,11,9,NOX (Ossidi di azoto),ug/m3,708044.22750000004,4947784.5691999998,25832,11.623854093048257,44.653280189470863,4326,"2019-01-01 00:00:00 CET"
SAN PIETRO CAPOFIUME,7000027,MOLINELLA,VIA IDICE ABBANDONATO,BO,11,38,NO (Monossido di azoto),ug/m3,708044.22750000004,4947784.5691999998,25832,11.623854093048257,44.653280189470863,4326,"2019-01-01 00:00:00 CET"
SAN PIETRO CAPOFIUME,7000027,MOLINELLA,VIA IDICE ABBANDONATO,BO,11,111,PM2.5,ug/m3,708044.22750000004,4947784.5691999998,25832,11.623854093048257,44.653280189470863,4326,"2019-01-01 00:00:00 CET"
CASTELLUCCIO,7000042,PORRETTA TERME,VIA MONTECAVALLO,BO,970,5,PM10,ug/m3,653269.47240000032,4889149.0434000008,25832,10.916190994558958,44.139471648255153,4326,"2019-01-01 00:00:00 CET"
CASTELLUCCIO,7000042,PORRETTA TERME,VIA MONTECAVALLO,BO,970,7,O3 (Ozono),ug/m3,653269.47240000032,4889149.0434000008,25832,10.916190994558958,44.139471648255153,4326,"2019-01-01 00:00:00 CET"
CASTELLUCCIO,7000042,PORRETTA TERME,VIA MONTECAVALLO,BO,970,8,NO2 (Biossido di azoto),ug/m3,653269.47240000032,4889149.0434000008,25832,10.916190994558958,44.139471648255153,4326,"2019-01-01 00:00:00 CET"
CASTELLUCCIO,7000042,PORRETTA TERME,VIA MONTECAVALLO,BO,970,111,PM2.5,ug/m3,653269.47240000032,4889149.0434000008,25832,10.916190994558958,44.139471648255153,4326,"2019-01-01 00:00:00 CET"
SAN LAZZARO,7000024,SAN LAZZARO DI SAVENA,VIA POGGI,BO,64,5,PM10,ug/m3,692149.04700000025,4926496.6633000001,25832,11.415629343017233,44.466232977185605,4326,"2019-01-01 00:00:00 CET"
SAN LAZZARO,7000024,SAN LAZZARO DI SAVENA,VIA POGGI,BO,64,38,NO (Monossido di azoto),ug/m3,692149.04700000025,4926496.6633000001,25832,11.415629343017233,44.466232977185605,4326,"2019-01-01 00:00:00 CET"
FRANCHINI-ANGELONI,6000014,CESENA,PIAZZA FRANCHINI ANGELONI,FC,41,5,PM10,ug/m3,759458.21239999961,4892587.4477999993,25832,12.243790828606755,44.140425107966493,4326,"2019-01-01 00:00:00 CET"
FRANCHINI-ANGELONI,6000014,CESENA,PIAZZA FRANCHINI ANGELONI,FC,41,8,NO2 (Biossido di azoto),ug/m3,759458.21239999961,4892587.4477999993,25832,12.243790828606755,44.140425107966493,4326,"2019-01-01 00:00:00 CET"
FRANCHINI-ANGELONI,6000014,CESENA,PIAZZA FRANCHINI ANGELONI,FC,41,9,NOX (Ossidi di azoto),ug/m3,759458.21239999961,4892587.4477999993,25832,12.243790828606755,44.140425107966493,4326,"2019-01-01 00:00:00 CET"
FRANCHINI-ANGELONI,6000014,CESENA,PIAZZA FRANCHINI ANGELONI,FC,41,38,NO (Monossido di azoto),ug/m3,759458.21239999961,4892587.4477999993,25832,12.243790828606755,44.140425107966493,4326,"2019-01-01 00:00:00 CET"
PARCO RESISTENZA,6000010,FORLI',VIALE SPAZZOLI 15,FC,29,5,PM10,ug/m3,743429.54200000037,4900179.3715000004,25832,12.047203857220106,44.214192060885615,4326,"2019-01-01 00:00:00 CET"
PARCO RESISTENZA,6000010,FORLI',VIALE SPAZZOLI 15,FC,29,7,O3 (Ozono),ug/m3,743429.54200000037,4900179.3715000004,25832,12.047203857220106,44.214192060885615,4326,"2019-01-01 00:00:00 CET"
PARCO RESISTENZA,6000010,FORLI',VIALE SPAZZOLI 15,FC,29,8,NO2 (Biossido di azoto),ug/m3,743429.54200000037,4900179.3715000004,25832,12.047203857220106,44.214192060885615,4326,"2019-01-01 00:00:00 CET"
PARCO RESISTENZA,6000010,FORLI',VIALE SPAZZOLI 15,FC,29,9,NOX (Ossidi di azoto),ug/m3,743429.54200000037,4900179.3715000004,25832,12.047203857220106,44.214192060885615,4326,"2019-01-01 00:00:00 CET"
PARCO RESISTENZA,6000010,FORLI',VIALE SPAZZOLI 15,FC,29,38,NO (Monossido di azoto),ug/m3,743429.54200000037,4900179.3715000004,25832,12.047203857220106,44.214192060885615,4326,"2019-01-01 00:00:00 CET"
PARCO RESISTENZA,6000010,FORLI',VIALE SPAZZOLI 15,FC,29,111,PM2.5,ug/m3,743429.54200000037,4900179.3715000004,25832,12.047203857220106,44.214192060885615,4326,"2019-01-01 00:00:00 CET"
ROMA,6000011,FORLI',VIA ROMA 128,FC,25,5,PM10,ug/m3,744172.52819999959,4900298.3576999996,25832,12.056546690819825,44.215013441115381,4326,"2019-01-01 00:00:00 CET"
ROMA,6000011,FORLI',VIA ROMA 128,FC,25,8,NO2 (Biossido di azoto),ug/m3,744172.52819999959,4900298.3576999996,25832,12.056546690819825,44.215013441115381,4326,"2019-01-01 00:00:00 CET"
ROMA,6000011,FORLI',VIA ROMA 128,FC,25,9,NOX (Ossidi di azoto),ug/m3,744172.52819999959,4900298.3576999996,25832,12.056546690819825,44.215013441115381,4326,"2019-01-01 00:00:00 CET"
ROMA,6000011,FORLI',VIA ROMA 128,FC,25,10,CO (Monossido di carbonio),mg/m3,744172.52819999959,4900298.3576999996,25832,12.056546690819825,44.215013441115381,4326,"2019-01-01 00:00:00 CET"
ROMA,6000011,FORLI',VIA ROMA 128,FC,25,20,C6H6 (Benzene),ug/m3,744172.52819999959,4900298.3576999996,25832,12.056546690819825,44.215013441115381,4326,"2019-01-01 00:00:00 CET"
ROMA,6000011,FORLI',VIA ROMA 128,FC,25,21,C6H5-CH3 (Toluene),ug/m3,744172.52819999959,4900298.3576999996,25832,12.056546690819825,44.215013441115381,4326,"2019-01-01 00:00:00 CET"
ROMA,6000011,FORLI',VIA ROMA 128,FC,25,38,NO (Monossido di azoto),ug/m3,744172.52819999959,4900298.3576999996,25832,12.056546690819825,44.215013441115381,4326,"2019-01-01 00:00:00 CET"
SAVIGNANO,6000031,SAVIGNANO SUL RUBICONE,VIA DONATI,FC,32,5,PM10,ug/m3,772347.87009999994,4888155.6052999999,25832,12.402375318803843,44.095908083099353,4326,"2019-01-01 00:00:00 CET"
SAVIGNANO,6000031,SAVIGNANO SUL RUBICONE,VIA DONATI,FC,32,7,O3 (Ozono),ug/m3,772347.87009999994,4888155.6052999999,25832,12.402375318803843,44.095908083099353,4326,"2019-01-01 00:00:00 CET"
SAVIGNANO,6000031,SAVIGNANO SUL RUBICONE,VIA DONATI,FC,32,8,NO2 (Biossido di azoto),ug/m3,772347.87009999994,4888155.6052999999,25832,12.402375318803843,44.095908083099353,4326,"2019-01-01 00:00:00 CET"
SAVIGNANO,6000031,SAVIGNANO SUL RUBICONE,VIA DONATI,FC,32,9,NOX (Ossidi di azoto),ug/m3,772347.87009999994,4888155.6052999999,25832,12.402375318803843,44.095908083099353,4326,"2019-01-01 00:00:00 CET"
SAVIGNANO,6000031,SAVIGNANO SUL RUBICONE,VIA DONATI,FC,32,38,NO (Monossido di azoto),ug/m3,772347.87009999994,4888155.6052999999,25832,12.402375318803843,44.095908083099353,4326,"2019-01-01 00:00:00 CET"
SAVIGNANO,6000031,SAVIGNANO SUL RUBICONE,VIA DONATI,FC,32,111,PM2.5,ug/m3,772347.87009999994,4888155.6052999999,25832,12.402375318803843,44.095908083099353,4326,"2019-01-01 00:00:00 CET"
SAVIGNANO DI RIGO,6000036,SOGLIANO AL RUBICONE,VIA DEL CIMITERO,FC,615,5,PM10,ug/m3,758793.29829999991,4868756.7357000001,25832,12.223844778717641,43.926443316435282,4326,"2019-01-01 00:00:00 CET"
SAVIGNANO DI RIGO,6000036,SOGLIANO AL RUBICONE,VIA DEL CIMITERO,FC,615,7,O3 (Ozono),ug/m3,758793.29829999991,4868756.7357000001,25832,12.223844778717641,43.926443316435282,4326,"2019-01-01 00:00:00 CET"
SAVIGNANO DI RIGO,6000036,SOGLIANO AL RUBICONE,VIA DEL CIMITERO,FC,615,8,NO2 (Biossido di azoto),ug/m3,758793.29829999991,4868756.7357000001,25832,12.223844778717641,43.926443316435282,4326,"2019-01-01 00:00:00 CET"
SAVIGNANO DI RIGO,6000036,SOGLIANO AL RUBICONE,VIA DEL CIMITERO,FC,615,9,NOX (Ossidi di azoto),ug/m3,758793.29829999991,4868756.7357000001,25832,12.223844778717641,43.926443316435282,4326,"2019-01-01 00:00:00 CET"
SAVIGNANO DI RIGO,6000036,SOGLIANO AL RUBICONE,VIA DEL CIMITERO,FC,615,38,NO (Monossido di azoto),ug/m3,758793.29829999991,4868756.7357000001,25832,12.223844778717641,43.926443316435282,4326,"2019-01-01 00:00:00 CET"
CENTO,8000038,CENTO,VIA PARCO DEL RENO,FE,15,5,PM10,ug/m3,682014.31670000032,4955756.9253000002,25832,11.298683230587722,44.732061794304208,4326,"2019-01-01 00:00:00 CET"
CENTO,8000038,CENTO,VIA PARCO DEL RENO,FE,15,7,O3 (Ozono),ug/m3,682014.31670000032,4955756.9253000002,25832,11.298683230587722,44.732061794304208,4326,"2019-01-01 00:00:00 CET"
CENTO,8000038,CENTO,VIA PARCO DEL RENO,FE,15,8,NO2 (Biossido di azoto),ug/m3,682014.31670000032,4955756.9253000002,25832,11.298683230587722,44.732061794304208,4326,"2019-01-01 00:00:00 CET"
ISONZO,8000002,FERRARA,CORSO ISONZO,FE,8,5,PM10,ug/m3,706446.35500000045,4968667.7422000002,25832,11.612172986420699,44.841543331777181,4326,"2019-01-01 00:00:00 CET"
ISONZO,8000002,FERRARA,CORSO ISONZO,FE,8,8,NO2 (Biossido di azoto),ug/m3,706446.35500000045,4968667.7422000002,25832,11.612172986420699,44.841543331777181,4326,"2019-01-01 00:00:00 CET"
ISONZO,8000002,FERRARA,CORSO ISONZO,FE,8,10,CO (Monossido di carbonio),mg/m3,706446.35500000045,4968667.7422000002,25832,11.612172986420699,44.841543331777181,4326,"2019-01-01 00:00:00 CET"
ISONZO,8000002,FERRARA,CORSO ISONZO,FE,8,20,C6H6 (Benzene),ug/m3,706446.35500000045,4968667.7422000002,25832,11.612172986420699,44.841543331777181,4326,"2019-01-01 00:00:00 CET"
VILLA FULVIA,8000040,FERRARA,VIA DELLE MANDRIOLE,FE,8,5,PM10,ug/m3,709395.3638000004,4966736.6820999999,25832,11.648651264570564,44.82331892130918,4326,"2019-01-01 00:00:00 CET"
VILLA FULVIA,8000040,FERRARA,VIA DELLE MANDRIOLE,FE,8,7,O3 (Ozono),ug/m3,709395.3638000004,4966736.6820999999,25832,11.648651264570564,44.82331892130918,4326,"2019-01-01 00:00:00 CET"
VILLA FULVIA,8000040,FERRARA,VIA DELLE MANDRIOLE,FE,8,8,NO2 (Biossido di azoto),ug/m3,709395.3638000004,4966736.6820999999,25832,11.648651264570564,44.82331892130918,4326,"2019-01-01 00:00:00 CET"
VILLA FULVIA,8000040,FERRARA,VIA DELLE MANDRIOLE,FE,8,111,PM2.5,ug/m3,709395.3638000004,4966736.6820999999,25832,11.648651264570564,44.82331892130918,4326,"2019-01-01 00:00:00 CET"
GHERARDI,8000007,JOLANDA DI SAVOIA,GHERARDI,FE,-2,5,PM10,ug/m3,733970.42360000033,4969308.4445999991,25832,11.960294069157424,44.838811311844914,4326,"2019-01-01 00:00:00 CET"
GHERARDI,8000007,JOLANDA DI SAVOIA,GHERARDI,FE,-2,7,O3 (Ozono),ug/m3,733970.42360000033,4969308.4445999991,25832,11.960294069157424,44.838811311844914,4326,"2019-01-01 00:00:00 CET"
GHERARDI,8000007,JOLANDA DI SAVOIA,GHERARDI,FE,-2,8,NO2 (Biossido di azoto),ug/m3,733970.42360000033,4969308.4445999991,25832,11.960294069157424,44.838811311844914,4326,"2019-01-01 00:00:00 CET"
GHERARDI,8000007,JOLANDA DI SAVOIA,GHERARDI,FE,-2,111,PM2.5,ug/m3,733970.42360000033,4969308.4445999991,25832,11.960294069157424,44.838811311844914,4326,"2019-01-01 00:00:00 CET"
OSTELLATO,8000041,OSTELLATO,VIA STRADA MEZZANO,FE,0,7,O3 (Ozono),ug/m3,732841.2703999998,4958271.4353999998,25832,11.94097876124348,44.73995385648027,4326,"2019-01-01 00:00:00 CET"
OSTELLATO,8000041,OSTELLATO,VIA STRADA MEZZANO,FE,0,8,NO2 (Biossido di azoto),ug/m3,732841.2703999998,4958271.4353999998,25832,11.94097876124348,44.73995385648027,4326,"2019-01-01 00:00:00 CET"
OSTELLATO,8000041,OSTELLATO,VIA STRADA MEZZANO,FE,0,111,PM2.5,ug/m3,732841.2703999998,4958271.4353999998,25832,11.94097876124348,44.73995385648027,4326,"2019-01-01 00:00:00 CET"
REMESINA,4000012,CARPI,VIA REMESINA,MO,25,5,PM10,ug/m3,648947.53160000034,4962394.7825000007,25832,10.88326841859053,44.799426460809649,4326,"2019-01-01 00:00:00 CET"
REMESINA,4000012,CARPI,VIA REMESINA,MO,25,7,O3 (Ozono),ug/m3,648947.53160000034,4962394.7825000007,25832,10.88326841859053,44.799426460809649,4326,"2019-01-01 00:00:00 CET"
REMESINA,4000012,CARPI,VIA REMESINA,MO,25,8,NO2 (Biossido di azoto),ug/m3,648947.53160000034,4962394.7825000007,25832,10.88326841859053,44.799426460809649,4326,"2019-01-01 00:00:00 CET"
REMESINA,4000012,CARPI,VIA REMESINA,MO,25,38,NO (Monossido di azoto),ug/m3,648947.53160000034,4962394.7825000007,25832,10.88326841859053,44.799426460809649,4326,"2019-01-01 00:00:00 CET"
