Stazione,Cod_staz,COMUNE,INDIRIZZO,PROVINCIA,Altezza,Id_Param,PARAMETRO,UM,Coord_X,Coord_Y,SR,LON_GEO,LAT_GEO,SR_GEO,LAST_OBS
MONTEBELLO,2000004,PARMA,VIA MONTEBELLO,PR,55,20,C6H6 (Benzene),ug/m3,605647.79449999984,4960011.0574999992,25832,10.335477673094585,44.78568905412552,4326,"2019-01-01 00:00:00 CET"
MONTEBELLO,2000004,PARMA,VIA MONTEBELLO,PR,55,38,NO (Monossido di azoto),ug/m3,605647.79449999984,4960011.0574999992,25832,10.335477673094585,44.78568905412552,4326,"2019-01-01 00:00:00 CET"
PARADIGNA,2000232,PARMA,VIA PARADIGNA,PR,40,5,PM10,ug/m3,606187.88480000012,4966091.1704999991,25832,10.343573139525686,44.840328498010884,4326,"2019-01-01 00:00:00 CET"
PARADIGNA,2000232,PARMA,VIA PARADIGNA,PR,40,8,NO2 (Biossido di azoto),ug/m3,606187.88480000012,4966091.1704999991,25832,10.343573139525686,44.840328498010884,4326,"2019-01-01 00:00:00 CET"
PARADIGNA,2000232,PARMA,VIA PARADIGNA,PR,40,20,C6H6 (Benzene),ug/m3,606187.88480000012,4966091.1704999991,25832,10.343573139525686,44.840328498010884,4326,"2019-01-01 00:00:00 CET"
PARADIGNA,2000232,PARMA,VIA PARADIGNA,PR,40,111,PM2.5,ug/m3,606187.88480000012,4966091.1704999991,25832,10.343573139525686,44.840328498010884,4326,"2019-01-01 00:00:00 CET"
BOGOLESE,2000230,SORBOLO,VIA DELEDDA,PR,35,5,PM10,ug/m3,609922.83299999963,4964806.1432000007,25832,10.390538796685089,44.828198174608552,4326,"2019-01-01 00:00:00 CET"
BOGOLESE,2000230,SORBOLO,VIA DELEDDA,PR,35,8,NO2 (Biossido di azoto),ug/m3,609922.83299999963,4964806.1432000007,25832,10.390538796685089,44.828198174608552,4326,"2019-01-01 00:00:00 CET"
BOGOLESE,2000230,SORBOLO,VIA DELEDDA,PR,35,111,PM2.5,ug/m3,609922.83299999963,4964806.1432000007,25832,10.390538796685089,44.828198174608552,4326,"2019-01-01 00:00:00 CET"
BALLIRANA,9000068,ALFONSINE,VIA CANAL FUSIGNANO,RA,6,7,O3 (Ozono),ug/m3,736908.86730000004,4934675.5532000009,25832,11.981396163112384,44.526486831598426,4326,"2019-01-01 00:00:00 CET"
BALLIRANA,9000068,ALFONSINE,VIA CANAL FUSIGNANO,RA,6,8,NO2 (Biossido di azoto),ug/m3,736908.86730000004,4934675.5532000009,25832,11.981396163112384,44.526486831598426,4326,"2019-01-01 00:00:00 CET"
BALLIRANA,9000068,ALFONSINE,VIA CANAL FUSIGNANO,RA,6,9,NOX (Ossidi di azoto),ug/m3,736908.86730000004,4934675.5532000009,25832,11.981396163112384,44.526486831598426,4326,"2019-01-01 00:00:00 CET"
BALLIRANA,9000068,ALFONSINE,VIA CANAL FUSIGNANO,RA,6,38,NO (Monossido di azoto),ug/m3,736908.86730000004,4934675.5532000009,25832,11.981396163112384,44.526486831598426,4326,"2019-01-01 00:00:00 CET"
BALLIRANA,9000068,ALFONSINE,VIA CANAL FUSIGNANO,RA,6,111,PM2.5,ug/m3,736908.86730000004,4934675.5532000009,25832,11.981396163112384,44.526486831598426,4326,"2019-01-01 00:00:00 CET"
DELTA CERVIA,9000070,CERVIA,VIA JELENIA GORA 6,RA,0,5,PM10,ug/m3,765815.16249999963,4908693.4695999995,25832,12.331294446351963,44.282902717372124,4326,"2019-01-01 00:00:00 CET"
DELTA CERVIA,9000070,CERVIA,VIA JELENIA GORA 6,RA,0,7,O3 (Ozono),ug/m3,765815.16249999963,4908693.4695999995,25832,12.331294446351963,44.282902717372124,4326,"2019-01-01 00:00:00 CET"
DELTA CERVIA,9000070,CERVIA,VIA JELENIA GORA 6,RA,0,8,NO2 (Biossido di azoto),ug/m3,765815.16249999963,4908693.4695999995,25832,12.331294446351963,44.282902717372124,4326,"2019-01-01 00:00:00 CET"
DELTA CERVIA,9000070,CERVIA,VIA JELENIA GORA 6,RA,0,9,NOX (Ossidi di azoto),ug/m3,765815.16249999963,4908693.4695999995,25832,12.331294446351963,44.282902717372124,4326,"2019-01-01 00:00:00 CET"
DELTA CERVIA,9000070,CERVIA,VIA JELENIA GORA 6,RA,0,38,NO (Monossido di azoto),ug/m3,765815.16249999963,4908693.4695999995,25832,12.331294446351963,44.282902717372124,4326,"2019-01-01 00:00:00 CET"
PARCO BERTOZZI,9000083,FAENZA,VIA DINO CAMPANA,RA,35,5,PM10,ug/m3,,,,,,4326,"2019-01-01 00:00:00 CET"
PARCO BERTOZZI,9000083,FAENZA,VIA DINO CAMPANA,RA,35,7,O3 (Ozono),ug/m3,,,,,,4326,"2019-01-01 00:00:00 CET"
PARCO BERTOZZI,9000083,FAENZA,VIA DINO CAMPANA,RA,35,8,NO2 (Biossido di azoto),ug/m3,,,,,,4326,"2019-01-01 00:00:00 CET"
PARCO BERTOZZI,9000083,FAENZA,VIA DINO CAMPANA,RA,35,111,PM2.5,ug/m3,,,,,,4326,"2019-01-01 00:00:00 CET"
CAORLE,9000021,RAVENNA,VIA CAORLE,RA,4,1,SO2 (Biossido di zolfo),ug/m3,756695.54150000028,4923393.3984999992,25832,12.224430371864216,44.418310327032813,4326,"2019-01-01 00:00:00 CET"
CAORLE,9000021,RAVENNA,VIA CAORLE,RA,4,5,PM10,ug/m3,756695.54150000028,4923393.3984999992,25832,12.224430371864216,44.418310327032813,4326,"2019-01-01 00:00:00 CET"
CAORLE,9000021,RAVENNA,VIA CAORLE,RA,4,7,O3 (Ozono),ug/m3,756695.54150000028,4923393.3984999992,25832,12.224430371864216,44.418310327032813,4326,"2019-01-01 00:00:00 CET"
CAORLE,9000021,RAVENNA,VIA CAORLE,RA,4,8,NO2 (Biossido di azoto),ug/m3,756695.54150000028,4923393.3984999992,25832,12.224430371864216,44.418310327032813,4326,"2019-01-01 00:00:00 CET"
CAORLE,9000021,RAVENNA,VIA CAORLE,RA,4,9,NOX (Ossidi di azoto),ug/m3,756695.54150000028,4923393.3984999992,25832,12.224430371864216,44.418310327032813,4326,"2019-01-01 00:00:00 CET"
CAORLE,9000021,RAVENNA,VIA CAORLE,RA,4,38,NO (Monossido di azoto),ug/m3,756695.54150000028,4923393.3984999992,25832,12.224430371864216,44.418310327032813,4326,"2019-01-01 00:00:00 CET"
CAORLE,9000021,RAVENNA,VIA CAORLE,RA,4,111,PM2.5,ug/m3,756695.54150000028,4923393.3984999992,25832,12.224430371864216,44.418310327032813,4326,"2019-01-01 00:00:00 CET"
ZALAMELLA,9000014,RAVENNA,VIA ZALAMELLA,RA,4,5,PM10,ug/m3,753562.6018000003,4924218.4096000008,25832,12.185540505062633,44.426829890357638,4326,"2019-01-01 00:00:00 CET"
ZALAMELLA,9000014,RAVENNA,VIA ZALAMELLA,RA,4,8,NO2 (Biossido di azoto),ug/m3,753562.6018000003,4924218.4096000008,25832,12.185540505062633,44.426829890357638,4326,"2019-01-01 00:00:00 CET"
ZALAMELLA,9000014,RAVENNA,VIA ZALAMELLA,RA,4,9,NOX (Ossidi di azoto),ug/m3,753562.6018000003,4924218.4096000008,25832,12.185540505062633,44.426829890357638,4326,"2019-01-01 00:00:00 CET"
ZALAMELLA,9000014,RAVENNA,VIA ZALAMELLA,RA,4,10,CO (Monossido di carbonio),mg/m3,753562.6018000003,4924218.4096000008,25832,12.185540505062633,44.426829890357638,4326,"2019-01-01 00:00:00 CET"
ZALAMELLA,9000014,RAVENNA,VIA ZALAMELLA,RA,4,20,C6H6 (Benzene),ug/m3,753562.6018000003,4924218.4096000008,25832,12.185540505062633,44.426829890357638,4326,"2019-01-01 00:00:00 CET"
ZALAMELLA,9000014,RAVENNA,VIA ZALAMELLA,RA,4,21,C6H5-CH3 (Toluene),ug/m3,753562.6018000003,4924218.4096000008,25832,12.185540505062633,44.426829890357638,4326,"2019-01-01 00:00:00 CET"
ZALAMELLA,9000014,RAVENNA,VIA ZALAMELLA,RA,4,38,NO (Monossido di azoto),ug/m3,753562.6018000003,4924218.4096000008,25832,12.185540505062633,44.426829890357638,4326,"2019-01-01 00:00:00 CET"
CASTELLARANO,3000001,CASTELLARANO,VIA REVERBERI -,RE,150,5,PM10,ug/m3,637727.4852,4930567.7327999994,25832,10.732918212810619,44.515287337133834,4326,"2019-01-01 00:00:00 CET"
CASTELLARANO,3000001,CASTELLARANO,VIA REVERBERI -,RE,150,7,O3 (Ozono),ug/m3,637727.4852,4930567.7327999994,25832,10.732918212810619,44.515287337133834,4326,"2019-01-01 00:00:00 CET"
CASTELLARANO,3000001,CASTELLARANO,VIA REVERBERI -,RE,150,8,NO2 (Biossido di azoto),ug/m3,637727.4852,4930567.7327999994,25832,10.732918212810619,44.515287337133834,4326,"2019-01-01 00:00:00 CET"
CASTELLARANO,3000001,CASTELLARANO,VIA REVERBERI -,RE,150,9,NOX (Ossidi di azoto),ug/m3,637727.4852,4930567.7327999994,25832,10.732918212810619,44.515287337133834,4326,"2019-01-01 00:00:00 CET"
CASTELLARANO,3000001,CASTELLARANO,VIA REVERBERI -,RE,150,38,NO (Monossido di azoto),ug/m3,637727.4852,4930567.7327999994,25832,10.732918212810619,44.515287337133834,4326,"2019-01-01 00:00:00 CET"
CASTELLARANO,3000001,CASTELLARANO,VIA REVERBERI -,RE,150,111,PM2.5,ug/m3,637727.4852,4930567.7327999994,25832,10.732918212810619,44.515287337133834,4326,"2019-01-01 00:00:00 CET"
S. ROCCO,3000022,GUASTALLA,VIA DELLA MADONNINA,RE,22,5,PM10,ug/m3,631421.70399999991,4970165.0623000003,25832,10.663785437645098,44.872785205483709,4326,"2019-01-01 00:00:00 CET"
S. ROCCO,3000022,GUASTALLA,VIA DELLA MADONNINA,RE,22,7,O3 (Ozono),ug/m3,631421.70399999991,4970165.0623000003,25832,10.663785437645098,44.872785205483709,4326,"2019-01-01 00:00:00 CET"
S. ROCCO,3000022,GUASTALLA,VIA DELLA MADONNINA,RE,22,8,NO2 (Biossido di azoto),ug/m3,631421.70399999991,4970165.0623000003,25832,10.663785437645098,44.872785205483709,4326,"2019-01-01 00:00:00 CET"
S. ROCCO,3000022,GUASTALLA,VIA DELLA MADONNINA,RE,22,9,NOX (Ossidi di azoto),ug/m3,631421.70399999991,4970165.0623000003,25832,10.663785437645098,44.872785205483709,4326,"2019-01-01 00:00:00 CET"
S. ROCCO,3000022,GUASTALLA,VIA DELLA MADONNINA,RE,22,38,NO (Monossido di azoto),ug/m3,631421.70399999991,4970165.0623000003,25832,10.663785437645098,44.872785205483709,4326,"2019-01-01 00:00:00 CET"
S. ROCCO,3000022,GUASTALLA,VIA DELLA MADONNINA,RE,22,111,PM2.5,ug/m3,631421.70399999991,4970165.0623000003,25832,10.663785437645098,44.872785205483709,4326,"2019-01-01 00:00:00 CET"
S. LAZZARO,3000007,REGGIO NELL'EMILIA,VIA AMENDOLA 2,RE,55,5,PM10,ug/m3,631747.56649999972,4949646.7837000005,25832,10.662600361181374,44.688092001886027,4326,"2019-01-01 00:00:00 CET"
S. LAZZARO,3000007,REGGIO NELL'EMILIA,VIA AMENDOLA 2,RE,55,8,NO2 (Biossido di azoto),ug/m3,631747.56649999972,4949646.7837000005,25832,10.662600361181374,44.688092001886027,4326,"2019-01-01 00:00:00 CET"
S. LAZZARO,3000007,REGGIO NELL'EMILIA,VIA AMENDOLA 2,RE,55,9,NOX (Ossidi di azoto),ug/m3,631747.56649999972,4949646.7837000005,25832,10.662600361181374,44.688092001886027,4326,"2019-01-01 00:00:00 CET"
S. LAZZARO,3000007,REGGIO NELL'EMILIA,VIA AMENDOLA 2,RE,55,38,NO (Monossido di azoto),ug/m3,631747.56649999972,4949646.7837000005,25832,10.662600361181374,44.688092001886027,4326,"2019-01-01 00:00:00 CET"
S. LAZZARO,3000007,REGGIO NELL'EMILIA,VIA AMENDOLA 2,RE,55,111,PM2.5,ug/m3,631747.56649999972,4949646.7837000005,25832,10.662600361181374,44.688092001886027,4326,"2019-01-01 00:00:00 CET"
TIMAVO,3000025,REGGIO NELL'EMILIA,VIALE TIMAVO,RE,59,5,PM10,ug/m3,628488.5800999999,4950748.8287000004,25832,10.621766750217366,44.698600313316852,4326,"2019-01-01 00:00:00 CET"
TIMAVO,3000025,REGGIO NELL'EMILIA,VIALE TIMAVO,RE,59,8,NO2 (Biossido di azoto),ug/m3,628488.5800999999,4950748.8287000004,25832,10.621766750217366,44.698600313316852,4326,"2019-01-01 00:00:00 CET"
TIMAVO,3000025,REGGIO NELL'EMILIA,VIALE TIMAVO,RE,59,9,NOX (Ossidi di azoto),ug/m3,628488.5800999999,4950748.8287000004,25832,10.621766750217366,44.698600313316852,4326,"2019-01-01 00:00:00 CET"
TIMAVO,3000025,REGGIO NELL'EMILIA,VIALE TIMAVO,RE,59,10,CO (Monossido di carbonio),mg/m3,628488.5800999999,4950748.8287000004,25832,10.621766750217366,44.698600313316852,4326,"2019-01-01 00:00:00 CET"
TIMAVO,3000025,REGGIO NELL'EMILIA,VIALE TIMAVO,RE,59,20,C6H6 (Benzene),ug/m3,628488.5800999999,4950748.8287000004,25832,10.621766750217366,44.698600313316852,4326,"2019-01-01 00:00:00 CET"
TIMAVO,3000025,REGGIO NELL'EMILIA,VIALE TIMAVO,RE,59,21,C6H5-CH3 (Toluene),ug/m3,628488.5800999999,4950748.8287000004,25832,10.621766750217366,44.698600313316852,4326,"2019-01-01 00:00:00 CET"
TIMAVO,3000025,REGGIO NELL'EMILIA,VIALE TIMAVO,RE,59,38,NO (Monossido di azoto),ug/m3,628488.5800999999,4950748.8287000004,25832,10.621766750217366,44.698600313316852,4326,"2019-01-01 00:00:00 CET"
FEBBIO,3000018,VILLA MINOZZO,VIA PROVINCIALE,RE,1.121,5,PM10,ug/m3,614074.43840000033,4906159.9517000001,25832,10.430049171853797,44.299743699856705,4326,"2019-01-01 00:00:00 CET"
FEBBIO,3000018,VILLA MINOZZO,VIA PROVINCIALE,RE,1.121,7,O3 (Ozono),ug/m3,614074.43840000033,4906159.9517000001,25832,10.430049171853797,44.299743699856705,4326,"2019-01-01 00:00:00 CET"
FEBBIO,3000018,VILLA MINOZZO,VIA PROVINCIALE,RE,1.121,8,NO2 (Biossido di azoto),ug/m3,614074.43840000033,4906159.9517000001,25832,10.430049171853797,44.299743699856705,4326,"2019-01-01 00:00:00 CET"
FEBBIO,3000018,VILLA MINOZZO,VIA PROVINCIALE,RE,1.121,9,NOX (Ossidi di azoto),ug/m3,614074.43840000033,4906159.9517000001,25832,10.430049171853797,44.299743699856705,4326,"2019-01-01 00:00:00 CET"
FEBBIO,3000018,VILLA MINOZZO,VIA PROVINCIALE,RE,1.121,38,NO (Monossido di azoto),ug/m3,614074.43840000033,4906159.9517000001,25832,10.430049171853797,44.299743699856705,4326,"2019-01-01 00:00:00 CET"
FLAMINIA,10000001,RIMINI,VIA FLAMINIA 79,RN,5,5,PM10,ug/m3,786361.52579999994,4883768.6389000006,25832,12.574738159887808,44.051143568911172,4326,"2019-01-01 00:00:00 CET"
FLAMINIA,10000001,RIMINI,VIA FLAMINIA 79,RN,5,8,NO2 (Biossido di azoto),ug/m3,786361.52579999994,4883768.6389000006,25832,12.574738159887808,44.051143568911172,4326,"2019-01-01 00:00:00 CET"
FLAMINIA,10000001,RIMINI,VIA FLAMINIA 79,RN,5,9,NOX (Ossidi di azoto),ug/m3,786361.52579999994,4883768.6389000006,25832,12.574738159887808,44.051143568911172,4326,"2019-01-01 00:00:00 CET"
FLAMINIA,10000001,RIMINI,VIA FLAMINIA 79,RN,5,20,C6H6 (Benzene),ug/m3,786361.52579999994,4883768.6389000006,25832,12.574738159887808,44.051143568911172,4326,"2019-01-01 00:00:00 CET"
FLAMINIA,10000001,RIMINI,VIA FLAMINIA 79,RN,5,21,C6H5-CH3 (Toluene),ug/m3,786361.52579999994,4883768.6389000006,25832,12.574738159887808,44.051143568911172,4326,"2019-01-01 00:00:00 CET"
FLAMINIA,10000001,RIMINI,VIA FLAMINIA 79,RN,5,38,NO (Monossido di azoto),ug/m3,786361.52579999994,4883768.6389000006,25832,12.574738159887808,44.051143568911172,4326,"2019-01-01 00:00:00 CET"
MARECCHIA,10000002,RIMINI,PARCO XXV APRILE,RN,5,5,PM10,ug/m3,784444.58110000007,4885043.6367000006,25832,12.551539643389923,44.063346558109068,4326,"2019-01-01 00:00:00 CET"
MARECCHIA,10000002,RIMINI,PARCO XXV APRILE,RN,5,111,PM2.5,ug/m3,784444.58110000007,4885043.6367000006,25832,12.551539643389923,44.063346558109068,4326,"2019-01-01 00:00:00 CET"
SAN CLEMENTE,10000060,SAN CLEMENTE,VIA MORETTI,RN,179,7,O3 (Ozono),ug/m3,791083.38100000005,4870589.6888999995,25832,12.626339131514655,43.930866886665214,4326,"2019-01-01 00:00:00 CET"
SAN CLEMENTE,10000060,SAN CLEMENTE,VIA MORETTI,RN,179,8,NO2 (Biossido di azoto),ug/m3,791083.38100000005,4870589.6888999995,25832,12.626339131514655,43.930866886665214,4326,"2019-01-01 00:00:00 CET"
SAN CLEMENTE,10000060,SAN CLEMENTE,VIA MORETTI,RN,179,9,NOX (Ossidi di azoto),ug/m3,791083.38100000005,4870589.6888999995,25832,12.626339131514655,43.930866886665214,4326,"2019-01-01 00:00:00 CET"
SAN CLEMENTE,10000060,SAN CLEMENTE,VIA MORETTI,RN,179,38,NO (Monossido di azoto),ug/m3,791083.38100000005,4870589.6888999995,25832,12.626339131514655,43.930866886665214,4326,"2019-01-01 00:00:00 CET"
SAN CLEMENTE,10000060,SAN CLEMENTE,VIA MORETTI,RN,179,111,PM2.5,ug/m3,791083.38100000005,4870589.6888999995,25832,12.626339131514655,43.930866886665214,4326,"2019-01-01 00:00:00 CET"
SAN LEO,10000074,SAN LEO,C/O CIMITERO,RN,540,5,PM10,ug/m3,773049.84559999965,4867082.7818999998,25832,12.400282672449055,43.906253079872272,4326,"2019-01-01 00:00:00 CET"
SAN LEO,10000074,SAN LEO,C/O CIMITERO,RN,540,7,O3 (Ozono),ug/m3,773049.84559999965,4867082.7818999998,25832,12.400282672449055,43.906253079872272,4326,"2019-01-01 00:00:00 CET"
SAN LEO,10000074,SAN LEO,C/O CIMITERO,RN,540,8,NO2 (Biossido di azoto),ug/m3,773049.84559999965,4867082.7818999998,25832,12.400282672449055,43.906253079872272,4326,"2019-01-01 00:00:00 CET"
SAN LEO,10000074,SAN LEO,C/O CIMITERO,RN,540,9,NOX (Ossidi di azoto),ug/m3,773049.84559999965,4867082.7818999998,25832,12.400282672449055,43.906253079872272,4326,"2019-01-01 00:00:00 CET"
SAN LEO,10000074,SAN LEO,C/O CIMITERO,RN,540,38,NO (Monossido di azoto),ug/m3,773049.84559999965,4867082.7818999998,25832,12.400282672449055,43.906253079872272,4326,"2019-01-01 00:00:00 CET"
VERUCCHIO,10000059,VERUCCHIO,PARCO DEL MARECCHIA,RN,78,5,PM10,ug/m3,774142.75389999989,4878995.6688999999,25832,12.420012045978821,44.012915070947059,4326,"2019-01-01 00:00:00 CET"
VERUCCHIO,10000059,VERUCCHIO,PARCO DEL MARECCHIA,RN,78,9,NOX (Ossidi di azoto),ug/m3,774142.75389999989,4878995.6688999999,25832,12.420012045978821,44.012915070947059,4326"2019-01-01 00:00:00 CET"
